ward_off_by_earnest_prayer	deprecor
tie_beneath	subnecto
golden	aureus
glow	ardeo
burn	ardeo
1000th	mille
1000	mille
penthesilea	penthesilea
light_crescent_shaped_shield	pelta
bend_like_halfmoon	luno
amazonis	amazonis
memnon	memnon
wicked	niger
unlucky	niger
black	niger
line_of_battle	acies
edge	acies
eastern	eous
belonging_the_dawn	eous
mix_completely	permisceo
first	princeps
chief	princeps
unarmed	inermis
friendly	amicus
groan	gemitus
groaning	gemitus
certainly	vero
sell	vendo
lifeless	exanimus
breathless	exanimus
drag	rapto
seize_violently	rapto
from_behind	aversus
turned_away	aversus
beat	tundo
robe	peplum
mantle	peplum
explain	pando
spread_out	pando

daughter_of_ilium_or_troy	ilias
hair	crinis
equal	aequus
spear	hasta
write_on	inscribo
dust	pulvis
bent_back	resupinus
hang_on_to	haereo
stick_to	haereo
engage	congredior
meet	congredior
in_unequal_combat	impar
unequal	impar
unhappy	infelix
unfortunate	infelix
troilus	troilus
drink	bibo
the_xanthus_or_scamander	xanthus
taste	gusto
food	pabulum
feeding_material	pabulum
camp	castra
killing	caedes
lay_waste	vasto
tent	tentorium
snowy	niveus
rhesus	rhesus
at_distance	procul
plumed	cristatus
crested	cristatus
phryges	phryges
young_man	iuventus
youth	iuventus
of_greece	graecus
greek	graecus
by_this_way_or_route	hac
pergamum	pergama
wage_war	bello
river	flumen
moisten	umecto
ample	largus
void	inanis
empty	inanis
feed	pasco
painting	pictura
the_art_of_painting	pictura
any	aliquis
some	aliquis
something	aliquis
someone	aliquis
touch	tango
fortunes	mortalia
human_affairs	mortalia
glory	laus
praise	laus
reward	praemium
look	en
region	regio
weep	lacrimo
cry	lacrimo
both	ambo
priamus	priamus
son_of_atreus	atrides
circulate	vulgo
publish	vulgo
fight	pugna
battle	pugna
an_artist	artifex
expect	opperior
wait	opperior
separate	singuli
review	lustro
survey	lustro
purify_by_atonement	lustro
trust	confido
assured	confido
well	bene
dejected	adflictus
health	salus
hope	spero
alleviate	lenio
present	offero
offer	offero
hinge	cardo
door	foris
beam_of_wood	trabs
weave	necto
connect	necto
bind	necto
tie	necto
position	gradus
step	gradus
made_of_copper_or_bronze	aereus
goddess	diva
opulent	opulentus
rich	opulentus
gift	donum
sidonian	sidonius
of_sidon	sidonius
easy	facilis
uncommon	egregius
distinguished	egregius
royal	regius
sign	signum
impression	signum
mark	signum
wood	lucus
grove	lucus
extraordinary	mirabilis
wonderful	mirabilis
accept	suspicio
recognize	suspicio
take_up	suspicio
happy	fortunatus
fortunate	fortunatus
lucky	fortunatus
fragrant	fragro
emit_smell	fragro
the_herb_thyme	thymum
redolent_of	redoleo
give_forth_smell	redoleo

boil	ferveo
trough	praesaepe
manger	praesaepe
an_enclosure	praesaepe
herd	pecus
farm_animals	pecus
drone	fucus
the_male_bee	fucus
lazy	ignavus
burden	onus
load	onus
room	cella
nectar	nectar
extend	distendo
stretch_apart_or_out	distendo
tread_down	stipo
honey	mel
fluid	liqueo
the_new_swarm	fetus
the_young	fetus
bearing_or_breeding	fetus
lead_forth	educo
mature	adultus
ripe	adultus
carry_on	exerceo
exercise	exerceo
train	exerceo
country	rus
flowery	floreus
bee	apis
glory	decus
ornament	decus
beauty	decus
cut_out	excido
column	columna
foundation	fundamentum
theater	theatrum
dig_out	effodio
senate	senatus
consecrated	sanctus
read	lego
collect	lego
choose	lego
magistracy	magistratus
furrow	sulcus
shut_around	concludo
shut_completely	concludo
roof	tectum
roll_up	subvolvo
wall	murus
burning	ardens
stand_in/on	insto
_bed	stratum
coverlet	stratum
bedding	stratum
din	strepitus
an_uproar	strepitus
noise	strepitus
huts	magalia
astonished	miror
wonder	miror
look_at_or_upon	aspecto
hill	collis
ascend	ascendo
lane	semita
fragrant_or_redolent	halo
exhale_or_emit_odor	halo
breathe	halo
fresh	recens
garlands	serta
things_entwined	serta
glow	caleo
warm	caleo
incense	tus
arabian	sabaeus
sabaean	sabaeus
temple	templum
visit_again	reviso
look_at_again	reviso
paphos	paphos
demand	posco
delay	mora
devise	molior
work_at	molior
neither	neu
nor	neu
and_not	neu
or_not	neu
an_upper_garment	amictus
veiling_or_draping_of_the_person	amictus
encompass	circumfundo
pour_around	circumfundo
cloud	nebula
enclose	saepio
fence_in	saepio
dark	obscurus
covered	obscurus
accuse	incuso
bring_cause_or_case_against_any_one	incuso
return	reddo
why	cur
false	falsus
deceptive	falsus
so_often	totiens
son	natus
recognize	agnosco
walk	incessus
manner_of_walking	incessus
walking_or_advancing	incessus
true	verus
real	verus
sail_down	defluo
flow_down	defluo
clothing	vestis
foot	pes
breathe	spiro
scent	odor
divine	divinus
ambrosial	ambrosius
shine_forth	refulgeo
flash_back	refulgeo
neck	cervix
rosy	roseus
step	gressus
stepping	gressus
lay_straight	dirigo
full	plenus
the_groin	pubes
differently	aliter
otherwise	aliter
song	cantus
melody	cantus
singing_or_playing	cantus
sexual_union	coitus
meeting_together	coitus
look_down_upon	despecto
seize	capio
row	ordo
disturb	turbo
bird	ales
zone	plaga
tract	plaga
heavenly	aetherius
swan	cycnus
glad	laetor
rejoice	laetor
6_at_time	senus
look_at	aspicio
prophecy	augurium
in_vain	frustra
safety	tutum
announce	nuntio
brought_back	redux
led_back	redux
endure	perfero
threshold	limen
just_now	modo
only	modo
arrive	advenio
criticize	carpo
seize	carpo
pluck	carpo
pertaining_life	vitalis
vital	vitalis
god_or_goddess	caelestis
whichever	quisquis
whoever	quisquis
interrupt	interfor
speak_between	interfor
complain	queror
strike	pello
drive	pello
asia	asia
europ	europa
roam	peragro
go_through_fields_or_lands	peragro
wastes	deserta
desert_places	deserta
destitute	egens
left_over	supersum
pluck	convello
pull_violently	convello
10_each	deni
well_known	notus
_enemy	hostis
bring	appello
drive_to	appello
luck	fors
chance	fors
olympus	olympus
the_evening_start	vesper
vesper	vesper
an_annual_chronicle	annalis
empty	vaco
proceed	pergo
demand_back	repeto
drag	traho
sigh	suspiro
breathe_from_beneath_or_deeply	suspiro
journey	iter
in_order_that	quo
what_purpose	quo
where	quo
surround	circumdo
how_great	quantus
of_bull	taurinus
byrsa	byrsa
native_territory	solum
bottom	solum
traffic	mercor
exchange_merchandise	mercor
rise	surgo
arrive_at	devenio
come_down	devenio
wife	femina
woman	femina
general	dux
