ward_off_by_earnest_prayer	deprecor
paternal	patrius
expel	expello
drive_out	expello
propel	expello
Sidon	Sidon
Anchises	Anchises
place_to/near	applico
apply_to	applico
danger	periculum
speak	loquor
sight	aspectus
Serestus	Serestus
the_left_hand	laeva
always	semper
run	curro
river	fluvius
right	rectum
conscious	conscius
anywhere	usquam
look_round	respecto
scatter	spargo
everywhere	ubique
worthy	dignus
pay	persolvo
free_one's_self_from_obligation	persolvo
set_free	persolvo
loosen_completely	persolvo
thanks	grates
share	socio
make_one_socius	socio
in_want	egenus
needy	egenus
exhaust	exhaurio
drain	exhaurio
feel_or_show_pity	miseror
only	solus
alone	solus
unforeseen	improvisus
stone	lapis
of_Paros	Parius
yellow	flavus
golden	flavus
ivory	ebur
breathe_upon	adflo
blow_upon	adflo
youth	iuventa
mother	genetrix
she_who_brings_forth	genetrix
the_hair_of_the_head	caesaries
handsome	decorus
suitable	decorus
fitting	decorus
oppose	resisto
stand_still	resisto
clean	purgo
suddenly	repente
the_other	ceterus
answer	respondeo
absent	absum
away	absum
address	compello
burst_out	erumpo
break_out	erumpo
now_for_long_time	iamdudum
expel	eicio
throw_out	eicio
present	adsum
drive	compello
introduces_an_Optative_subjunctive	utinam
of_or_belonging_Troy	Tros
Trojan	Tros
set_up	statuo
settle	consido
sit_down	consido
alike	pariter
send_away	dimitto
Eryx	Eryx
such_an_extent	adeo
such_point	adeo
so	adeo
enfeebled	obtusus
fire	incendium
courage	virtus
manliness	virtus
not_know	nescio
look_at	tueor
guardian	custos
newness	novitas
harsh	durus
hard	durus
shut_apart	secludo
speak	profor
say	profor
speak_out	profor
Dardanides	Dardanides
carry_or_convey_to	adveho
at_any_rate	saltem
at_least	saltem
Sicania	Sicania
channel	fretum
straight	fretum
resist	resto
consume	absumo
reduce	absumo
but_if	sin

draw_(from_scabbard	stringo
bind_fast	stringo
draw_tight	stringo
join	apto
fit_together	apto
prepare	apto
adapt_to	apto
take_away	subduco
remove	subduco
raise	subduco
draw_up	subduco
_although	licet
it_is_permitted	licet
shake_violently	quasso
cause_repent	paenitet
make_sorry	paenitet
compete	certo
fight	certo
duty	officium
service	officium
lie	occubo
still	adhuc
this_point	adhuc
thus_far	adhuc
feed_on	vescor
eat	vescor
other_of_two	alter
unutterable	nefandus
not_spoken	nefandus
lawful	fandus
proper	fandus
speakable	fandus
despise	temno
human	humanus
cause	cieo
permit	permitto
savage	barbarus
barbarous	barbarus
foreign	barbarus
so	tam
swim_up_to	anno
_small	paucus
_few	paucus
trackless	invius
without_way	invius
the_open_sea	salum
the_tossing_or_heaving_swell_of_the_sea	salum
insolent	procax
bold	procax
Orion	Orion
rainy	nimbosus
stormy	nimbosus
rise	adsurgo
rise_up	adsurgo
small	parvus
of_Oenotria	Oenotrius
soil	glaeba
clod	glaeba
lump_of_earth	glaeba
udder	uber
Hesperia	Hesperia
pride	superbia
plunder	populo
prevent	prohibeo
righteousness	iustitia
begin	coepi
troops	copia
abundance	copia
publicly	coram
openly	coram
_personally	coram
enter	introgredior
go_within	introgredior
pardon	venia
plead	oro
pray	oro
relinquish	linquo
leave	linquo
surround	amicio
clothe	amicio
cover	amicio
watch	speculor
dissemble	dissimulo
conceal	dissimulo
unperceived	incognitus
unnoticed	incognitus
unknown	incognitus
join_together	coniungo
happiness	laetitia
joy	laetitia
kill	percutio
strike	percutio
astonished	obstipesco
become_stupefied	obstipesco
bear_away	aveho
carry_off	aveho
separate	dispello
drive_away	dispello
Sergestus	Sergestus
crowd	concursus
concourse	concursus
fair	iustus
just	iustus
law	lex
shrink	resido
sink_down	resido
sit_down	resido
elated_by_	subnixus
relying_on	subnixus
seat	solium
vaulted_roof	testudo
tortoise	testudo
joy	gaudium
test	pertempto
handle_completely	pertempto
silent	tacitus
Latona	Latona
rise_above	superemineo
Oreas	Oreas
form_inball	glomero
company_of_singers_or_dancers	chorus
dance	chorus
dance_in_circle	chorus
Dian	Diana
Cynthus	Cynthus
chain_of_hills	iugum
ridge	iugum
yoke	iugum
bank	ripa
Eurotas_River	Eurotas
crowd	caterva
band	caterva
look	obtutus
looking_at	obtutus
bewildered	stupeo
amazed_or_dazed	stupeo
wonderful	mirandus
wondered_at	mirandus
Trojan	Dardanus
Dardanian	Dardanus
assemble	concurro

female_warrior	bellatrix
momma	mamma
the_breast	mamma
girdle	cingulum
expose	exsero
thrust_out	exsero
bind_under	subnecto
tie_beneath	subnecto
golden	aureus
glow	ardeo
burn	ardeo
1000th	mille
1000	mille
Penthesilea	Penthesilea
light_crescent_shaped_shield	pelta
bend_like_halfmoon	luno
Amazonis	Amazonis
Memnon	Memnon
wicked	niger
unlucky	niger
black	niger
line_of_battle	acies
edge	acies
eastern	Eous
belonging_the_dawn	Eous
mix_completely	permisceo
first	princeps
chief	princeps
unarmed	inermis
friendly	amicus
groan	gemitus
groaning	gemitus
certainly	vero
sell	vendo
lifeless	exanimus
breathless	exanimus
drag	rapto
seize_violently	rapto
from_behind	aversus
turned_away	aversus
beat	tundo
robe	peplum
mantle	peplum
explain	pando
spread_out	pando

daughter_of_Ilium_or_Troy	Ilias
hair	crinis
equal	aequus
spear	hasta
write_on	inscribo
dust	pulvis
bent_back	resupinus
hang_on_to	haereo
stick_to	haereo
engage	congredior
meet	congredior
in_unequal_combat	impar
unequal	impar
unhappy	infelix
unfortunate	infelix
Troilus	Troilus
drink	bibo
The_Xanthus_or_Scamander	Xanthus
taste	gusto
food	pabulum
feeding_material	pabulum
camp	castra
killing	caedes
lay_waste	vasto
tent	tentorium
snowy	niveus
Rhesus	Rhesus
at_distance	procul
plumed	cristatus
crested	cristatus
Phryges	Phryges
young_man	iuventus
youth	iuventus
of_Greece	Graecus
Greek	Graecus
by_this_way_or_route	hac
Pergamum	Pergama
wage_war	bello
river	flumen
moisten	umecto
ample	largus
void	inanis
empty	inanis
feed	pasco
painting	pictura
the_art_of_painting	pictura
any	aliquis
some	aliquis
something	aliquis
someone	aliquis
touch	tango
fortunes	mortalia
human_affairs	mortalia
glory	laus
praise	laus
reward	praemium
look	en
region	regio
weep	lacrimo
cry	lacrimo
both	ambo
Priamus	Priamus
son_of_Atreus	Atrides
circulate	vulgo
publish	vulgo
fight	pugna
battle	pugna
an_artist	artifex
expect	opperior
wait	opperior
separate	singuli
review	lustro
survey	lustro
purify_by_atonement	lustro
trust	confido
assured	confido
well	bene
dejected	adflictus
health	salus
hope	spero
alleviate	lenio
present	offero
offer	offero
hinge	cardo
door	foris
beam_of_wood	trabs
weave	necto
connect	necto
bind	necto
tie	necto
position	gradus
step	gradus
made_of_copper_or_bronze	aereus
goddess	diva
opulent	opulentus
rich	opulentus
gift	donum
Sidonian	Sidonius
of_Sidon	Sidonius
easy	facilis
uncommon	egregius
distinguished	egregius
royal	regius
sign	signum
impression	signum
mark	signum
wood	lucus
grove	lucus
extraordinary	mirabilis
wonderful	mirabilis
accept	suspicio
recognize	suspicio
take_up	suspicio
happy	fortunatus
fortunate	fortunatus
lucky	fortunatus
fragrant	fragro
emit_smell	fragro
the_herb_thyme	thymum
redolent_of	redoleo
give_forth_smell	redoleo

boil	ferveo
trough	praesaepe
manger	praesaepe
an_enclosure	praesaepe
herd	pecus
farm_animals	pecus
drone	fucus
the_male_bee	fucus
lazy	ignavus
burden	onus
load	onus
room	cella
nectar	nectar
extend	distendo
stretch_apart_or_out	distendo
tread_down	stipo
honey	mel
fluid	liqueo
the_new_swarm	fetus
the_young	fetus
bearing_or_breeding	fetus
lead_forth	educo
mature	adultus
ripe	adultus
carry_on	exerceo
exercise	exerceo
train	exerceo
country	rus
flowery	floreus
bee	apis
glory	decus
ornament	decus
beauty	decus
cut_out	excido
column	columna
foundation	fundamentum
theater	theatrum
dig_out	effodio
senate	senatus
consecrated	sanctus
read	lego
collect	lego
choose	lego
magistracy	magistratus
furrow	sulcus
shut_around	concludo
shut_completely	concludo
roof	tectum
roll_up	subvolvo
wall	murus
burning	ardens
stand_in/on	insto
_bed	stratum
coverlet	stratum
bedding	stratum
din	strepitus
an_uproar	strepitus
noise	strepitus
huts	magalia
astonished	miror
wonder	miror
look_at_or_upon	aspecto
hill	collis
ascend	ascendo
lane	semita
fragrant_or_redolent	halo
exhale_or_emit_odor	halo
breathe	halo
fresh	recens
garlands	serta
things_entwined	serta
glow	caleo
warm	caleo
incense	tus
Arabian	Sabaeus
Sabaean	Sabaeus
temple	templum
visit_again	reviso
look_at_again	reviso
Paphos	Paphos
demand	posco
delay	mora
devise	molior
work_at	molior
neither	neu
nor	neu
and_not	neu
or_not	neu
an_upper_garment	amictus
veiling_or_draping_of_the_person	amictus
encompass	circumfundo
pour_around	circumfundo
cloud	nebula
enclose	saepio
fence_in	saepio
dark	obscurus
covered	obscurus
accuse	incuso
bring_cause_or_case_against_any_one	incuso
return	reddo
why	cur
false	falsus
deceptive	falsus
so_often	totiens
son	natus
recognize	agnosco
walk	incessus
manner_of_walking	incessus
walking_or_advancing	incessus
true	verus
real	verus
sail_down	defluo
flow_down	defluo
clothing	vestis
foot	pes
breathe	spiro
scent	odor
divine	divinus
ambrosial	ambrosius
shine_forth	refulgeo
flash_back	refulgeo
neck	cervix
rosy	roseus
step	gressus
stepping	gressus
lay_straight	dirigo
full	plenus
the_groin	pubes
differently	aliter
otherwise	aliter
song	cantus
melody	cantus
singing_or_playing	cantus
sexual_union	coitus
meeting_together	coitus
look_down_upon	despecto
seize	capio
row	ordo
disturb	turbo
bird	ales
zone	plaga
tract	plaga
heavenly	aetherius
swan	cycnus
glad	laetor
rejoice	laetor
6_at_time	senus
look_at	aspicio
prophecy	augurium
in_vain	frustra
safety	tutum
announce	nuntio
brought_back	redux
led_back	redux
endure	perfero
threshold	limen
just_now	modo
only	modo
arrive	advenio
criticize	carpo
seize	carpo
pluck	carpo
pertaining_life	vitalis
vital	vitalis
god_or_goddess	caelestis
whichever	quisquis
whoever	quisquis
interrupt	interfor
speak_between	interfor
complain	queror
strike	pello
drive	pello
Asia	Asia
Europ	Europa
roam	peragro
go_through_fields_or_lands	peragro
wastes	deserta
desert_places	deserta
destitute	egens
left_over	supersum
pluck	convello
pull_violently	convello
10_each	deni
well_known	notus
_enemy	hostis
bring	appello
drive_to	appello
luck	fors
chance	fors
Olympus	Olympus
the_evening_start	Vesper
Vesper	Vesper
an_annual_chronicle	Annalis
empty	vaco
proceed	pergo
demand_back	repeto
drag	traho
sigh	suspiro
breathe_from_beneath_or_deeply	suspiro
journey	iter
in_order_that	quo
what_purpose	quo
where	quo
surround	circumdo
how_great	quantus
of_bull	taurinus
Byrsa	Byrsa
native_territory	solum
bottom	solum
traffic	mercor
exchange_merchandise	mercor
rise	surgo
arrive_at	devenio
come_down	devenio
wife	femina
woman	femina
general	dux
leader	dux
greedy	avarus
tyrant	tyrannus
hatred	odium
agree	convenio
assemble	convenio
weight	pondus
silver	argentum
unknown	ignotus
treasure	thesaurus
open	recludo
unclose	recludo
street	via
help	auxilium
aid	auxilium
recommend	suadeo
go_out/away	excedo
speed	celero
reveal	retego
uncover	retego
cross_over	traicio
pierce	traicio
transport	traicio
wonderful	mirus
marvelous	mirus
ghastly	pallidus
pale	pallidus
raise_up	attollo
manner	modus
measure	modus
echo	imago
image	imago
unburied	inhumatus
sleep	somnus
_lover	amans
fond	amans
loving	amans
play_with	ludo
play	ludo
empty	vanus
evil	malus
bad	malus
hide	celo
for_long_time	diu
deed	factum
real	germanus
true	germanus
having_the_same_parents	germanus
unsuspecting	incautus
unguarded	incautus
secretly	clam
blind	caecus
gold	aurum
crime	scelus
Pygmalion	Pygmalion
hold	habeo
have	habeo
Tyre	Tyros
omen	omen

yoke	iugo
unbroken	intactus
untouched	intactus
love	diligo
choose	diligo
pitiable	miser
wretched	miser
Phoenices	Phoenices
field	ager
Sychaeus	Sychaeus
summit	fastigium
meandering	ambages
circuitous_route	ambages
roundabout_path	ambages
escape	fugio
flee	fugio
brother	germanus
set_forth	proficiscor
that_can_not_handled_or_managed	intractabilis
Libyan	Libycus
Agenor	Agenor
Carthaginian	Punicus
Punic	Punicus
buskin	cothurnus
the_leg	sura
the_calf_of_the_leg	sura
on_high	alte
aloft	alte
purple	purpureus
bear	gesto
carry	gesto
deem_worthy_of	dignor
victim	hostia
sacrificial_animal	hostia
teach	doceo
finally	tandem
ours	noster
our	noster
fortunate	felix
Phoebus	Phoebus
if	an
whether	an
or	an
sound	sono
mortal	mortalis
by_no_means	haud
not_at_all	haud
begin	ordior
son	filius
wild_boar	aper
foam	spumo
lynx	lynx
speckled	maculosus
spotted	maculosus
quiver	pharetra
wrap	succingo
gird_up	succingo
gird_beneath	succingo
point_out	monstro
show	monstro
youth	iuvenis
say	inquam
hi_hey	heus
_superior_to	prior
first	prior
prior	prior
previous	prior
former	prior
flow	fluo
knee	genu
bare	nudus
nude	nudus
pour_round_about	diffundo
hair	coma
huntress	venatrix
hang	suspendo
suited	habilis
shoulder	umerus
the_upper_arm	umerus
Hebrus	Hebrus
preoccupy	praeverto
turn_before	praeverto
flying	volucer
Harpalyce	Harpalyce
Thracian_huntress	Threissa
what_sort	qualis
or	vel
Spartan	Spartanus
style_of_dress	habitus
appearance	habitus
condition	habitus
maiden	virgo
in_the_way	obvius
mother	mater
spear	hastile
the_shaft_of_spear	hastile
brandish	crispo
wrinkle	crispo
2_by_2	bini
accompany	comitor
walk	gradior
step	gradior
cover	occulo
tree	arbor
hollow_or_scoop_out	cavo
recess	convexum
convexity	convexum
scrupulous	exactus
precise	exactus
decide	constituo
establish	constituo
seek	quaero
wild_animal	fera
unshorn	incultus
neglected	incultus
uncared_for	incultus
for	nam
go_forth	exeo
blessed	almus
giving_nourishment	almus
daylight	lux
kind	benignus
especially	imprimis
wish	volo
Carthaginian	Poenus
Phoenician	Poenus
swift	citus
armpit	ala
wing	ala
oarage	remigium
rowing	remigium
air	aer
Dido	Dido
ignorant	nescius
that	ne
that…not	ne
in_order_that…not	ne
not	ne
hospitality	hospitium
open	pateo
new	novus
bring_forth	gigno
Maia	Maia
blood_stained	cruentus
bloody	cruentus
uncouth	horridus
rough	horridus
knot	nodus
brazen	aenus
of_bronze	aenus
tie_up	vincio
disloyal	impius
narrow	artus
straitened	artus
iron	ferrum
ill_omened	dirus
awful	dirus
law	ius
justice	ius
right	ius
Quirinus	Quirinus
Remus	Remus
Vesta	Vesta
faith	fides
trust	fides
of_the_hair_and_beard	canus
white	canus
century	saeculum
mortal_race	saeculum
people_born_at_time	saeculum
generation	saeculum
age	saeculum
become_mild	mitesco
become_mellow	mitesco
vow	votum
free_from_care	securus
laden	onustus
loaded	onustus
the_rising_sun	Oriens
the_east	Oriens
plunder	spolium
drop	demitto
send_down	demitto
of_the_month_of_July	Iulius
Julian	Iulius
of_the_gens_Julia	Iulius
star	astrum
limit	termino
put_bounds_to	termino
fame	fama
rumor	fama
the_ocean	oceanus
Caesar	Caesar
origin	origo
come_inbeing	nascor
born	nascor
rule	dominor
lord_or_master	dominor
slavery	servitium
servitude	servitium
Mycenae	Mycenae
distinguished	clarus
clear	clarus
Phthia	Phthia
Assaracus	Assaracus
age	aetas
slip	labor
glide	labor
den	lustrum
bog	lustrum
please	placeo
wearing_the_toga	togatus
master	dominus
council	consilium
plan	consilium
wear_out	fatigo
tire	fatigo
Prevention_clause	quin
Doubting_clause	quin
introduces_Relative_Clause_of_Characteristic	quin
time	tempus
turning_point	meta
boundary	meta
goal	meta
limit	meta
concerning	de
about	de
down_from	de
his/her/its_own	suus
pertaining_Mavors_or_Mars	Mavortius
take	excipio
receive	excipio
Romulus	Romulus
skin	tegmen
means_of_covering	tegmen
nurse	nutrix
reddish_or_tawny_yellow	fulvus
she_wolf	lupa
from_then	inde
from_there	inde
Ilia	Ilia
offspring	partus
birth	partus
priestess	sacerdos
priest	sacerdos
until	donec
Hectorean	Hectoreus
of_Hector	Hectoreus
100th	centum
100	centum
AlbLonga	Alba
Alba	Alba
fortify	munio
build	munio
bring_across	transfero
fulfil	expleo
fill_up	expleo
month	mensis
30th	triginta
30	triginta
Trojan	Ilius
Ilian	Ilius
of_Ilium	Ilius
stand	sto
Ilus	Ilus
give_to	addo
Julus	Iulus
surname	cognomen
Ascanius	Ascanius
slave	puer
boy	puer
drive_under	subigo
winter_quarters	hiberna
Rutulus	Rutulus
go_across	transeo
3_each	terni
summer	aestas
3rd	tertius
custom	mos
beat_crush_bruise_destroy	contundo
wild	ferox
bold	ferox
hidden	arcanus
mysterious	arcanus
secret	arcanus
bite_again_and_again	remordeo
some_day	quando
since	quando
when	quando
noble_spirited	magnanimus
elevated_lofty_heroic_noble	sublimis
Lavinium	Lavinium
promise	promitto
let_loose	promitto
send_forth	promitto
separate	cerno
discern	cerno
your_friends	tui
unrelenting	immotus
unchanged	immotus
unmoved	immotus
the_Cytherean_goddess	Cytherea
Venus	Cytherea
spare	parco
daughter	nata
taste	libo
pour	libo
kiss	osculum
brighten	sereno
make_clear	sereno
planter_sower_begetter_father_founder	sator
smile_upon	subrideo
disjoin	disiungo
betray	prodo
put_forth	prodo
not_uttered	infandus

nod_to	adnuo
us	nos
we	nos
keep_quiet	quiesco
sleep	quiesco
favor	pax
peace	pax
name	nomen
Patavium	Patavium
however	tamen
nevertheless	tamen
cast_forth	prorumpo
cause_burst_forth	prorumpo
go	eo
9th	novem
9	novem
the_Timavus	Timavus
overcome	supero
fountain	fons
spring	fons
of_the_Liburnians	Liburnus
deeper	interior
nearer	interior
penetrate	penetro
tribes_in_Dalmatiand_Albania	Illyrius
of_the_Illyrians	Illyrius
Greek	Achivus
Achaean	Achivus
slip_away	elabor
Antenor	Antenor
chance	fortuna
fortune	fortuna
same	idem
balance	rependo
make_up_for	rependo
opposite	contrarius
console	solor
the_west	occasus
setting	occasus
going_down	occasus
indeed	equidem
opinion	sententia
promise	polliceor
dominion	dicio
Teucer	Teucer
certainly	certo
without_doubt	certo
orb	orbis
circle	orbis
dead_body	funus
death	funus
funeral	funus
entrust	committo
join	committo
terrify	terreo
thunderbolt	fulmen
lightening	fulmen
Venus	Venus
address	alloquor
speak_to	alloquor
shining	nitens
overspread	suffundo
pour_through	suffundo
pour_from_below	suffundo
tear	lacrima
sad	tristis
light	lumen
fix	defigo
sail_covered	velivolus
despise	despicio
look_down_upon	despicio
Cloanthus	Cloanthus
Gyas	Gyas
Lycus	Lycus
cruel	crudelis
unfeeling	crudelis
sigh	gemo
groan	gemo
Amycus	Amycus
piercing	acer
sharp	acer
dutiful	pius
particularly	praecipue
especially	praecipue
hear	exaudio
extreme	extremus
farthest	extremus
believe	credo
trust	credo
live	vivo
or_if	sive
whether	sive
doubtful	dubius
anxiety	metus
dread	metus
fear	metus
seek	requiro
conversation	sermo
lose	amitto
send_away	amitto
move_back	removeo
table	mensa
famine	fames
hunger	fames
remove	eximo
take_away	eximo
of_wild_beasts	ferinus
dull	pinguis
fat	pinguis
Bacchus	Bacchus
fill_in/up	impleo
herb	herba
grass	herba
food	victus
another	alius
other	alius
put	loco
place	loco
vessel	aenum
fasten	figo
fix	figo
tremble	tremo
spit	veru
cut	seco
piece	frustum
portion	pars
part	pars
strip	nudo
bare	nudo
innards	viscus
rib	costa
snatch	diripio
tear_apart_or_off	diripio
future	futurus
about_be	futurus
feast	daps
gird_on	accingo
prey	praeda
booty	praeda
imitate	simulo
expression	vultus
hope	spes
sick	aeger
concern	cura
care	cura
endure	duro
harden	duro
reappear	resurgo
rise_again	resurgo
there	illic
show	ostendo
in_repose	quietus
inactive	quietus
free_from_exertion	quietus
at_rest	quietus
difference	discrimen
crisis	discrimen
division	discrimen
varied	varius
please	iuvo
help	iuvo
recollect	memini
remember	memini
perhaps	forsan
let_go	mitto
release	mitto
send	mitto
fear	timor
depressing	maestus
sad	maestus
call_back	revoco
experience	experior
try	experior
test	experior
pertaining_the_Cyclops	Cyclopius
included	accedo
added	accedo
approach	accedo
sounding	sonans
internally	penitus
madness	rabies
pertaining_Scylla	Scyllaeus
boundary	finis
end	finis
calamity	malum
evil	malum
ignorant	ignarus
neither_…_nor_…	neque
and_not	neque
sorrowful	maereo
separate	divido
divide	divido
hero	heros
demigod	heros
go_away	abeo
Sicilian	Trinacriaus
Acestes	Acestes
burden	onero
load	onero
wine_jar	cadus
jar	cadus
next	deinde
then	deinde
good	bonus
wine	vinum
share	partior
divide	partior
comrade	socius
ally	socius
equalize	aequo
make_level	aequo
ground	humus
scatter	fundo
pour	fundo
victor	victor
conqueror	victor
before	priusquam
stand_off_or_away_from	absisto
uproar	turba
crowd	turba
formed_of_leaves	frondeus
also	et
even	et
spread	sterno
branching	arboreus
pertaining_trees	arboreus
horn	cornu
leader	ductor
arrow	sagitta
swift	celer
band_of_men	manus
hand	manus
arch	arcus
bow	arcus
stand	consisto
halt	consisto

take_position	consisto
nourish	pascor
feed	pascor
valley	valles
the_back_of_men_or_animals	tergum
come_next	sequor
follow	sequor
herd	armentum
stag	cervus
no	nullus
not_any	nullus
Caicus	Caicus
Capys	Capys
boat_with_two_oars	biremis
Trojan	Phrygius
territory_in_Asiminor	Phrygius
Phrygian	Phrygius
Antheus	Antheus
looking_forth	prospectus
ascend	conscendo
prepare	paro
boil	torreo
burn	torreo
take_back	recipio
fruit	frux
thing	res
affair	res
business	res
matter	res
_useful	expedio
set_free	expedio
pertaining_Ceres	Cerealis
ruin	corrumpo
destroy	corrumpo
Ceres	Ceres
wheat	Ceres
fuel	fomes
kindling_stuff	fomes
fuel	nutrimentum
nourishment	nutrimentum
dry	aridus
leaf	folium
take_up	suscipio
strike_out	excudo
spark	scintilla
flint	silex
first	primum
place	pono
leg	artus
limb	artus
drip	tabeo
melt	tabeo
obtain	potior
desired	optatus
love	amor
go_under	subeo
amount	numerus
number	numerus
hither	huc
here	huc
bite	morsus
an_anchor	ancora
hold_fast	adligo
tie_or_bind_to	adligo
crooked	uncus
hooked	uncus
any	ullus
tired	fessus
bench	sedile
alive	vivus
sweet	dulcis
inside	intus
within	intus
forehead	frons
shadow	umbra
overhang	immineo
threaten	immineo
forest	nemus
grove	nemus
from_above	desuper
gleaming	coruscus
vibrating	coruscus
scene	scaena
piece_of_theatrical_behavior	scaena
stage	scaena
safe	tutus
threaten	minor
twin	geminus
rock	rupes
drawn_back	reductus
tear_asunder	scindo
rend	scindo
cut	scindo
chest	sinus
pocket	sinus
fold	sinus
projection	obiectus
throwing_against	obiectus
accomplish	efficio
carry_out	efficio
port	portus
apartment_block	insula
island	insula
retreat	secessus
going_apart	secessus
go_towards	peto
seek	peto
exert	contendo
strain	contendo
advance	cursus
course	cursus
near	prope
son_of_Aeneas	Aeneades
exhausted	defessus
weary	defessus
second	secundus
following	secundus
strap	lorum
thong	lorum
horse	equus
bend	flecto

carry_inor_forward	inveho
father	genitor
after	postquam
breaking	fragor
fall	cado
all	cunctus
rule	rego
stand_near	asto
ear	auris
bristle_up	arrigo
erect	arrigo
raise_up	arrigo
silent	sileo
behold	conspicio
catch_sight_of	conspicio
by_chance	forte
heavy	gravis
serve	ministro
attend	ministro
madness	furor
fly	volo
torch	fax
common_people	vulgus
unknown	ignobilis
rage	saevio
revolt	seditio
arise	coorior
often	saepe
glide_through_or_over	perlabor
trivial	levis
light	levis
wheel	rota
make_light	levo
raise	levo
push_off_from	detrudo
thrust_down_or_away	detrudo

press_upon	adnitor
Triton	Triton
at_the_same_time	simul
Cymothoe	Cymothoe
bring_back	reduco
sun	sol
put_flight	fugo
collect	colligo
soothe	placo
swollen	tumidus
quickly	cito
saying	dictum
word	dictum
say_yes	aio
affirm	aio
say	aio
rule	regno
close	claudo
palace	aula
forecourt	aula
home	domus
house	domus
fate	sors
trident	tridens
three_pronged	tridens
sea	pelagus
escape	fuga
flight	fuga
hasten	maturo
pay_for	luo
satisfy	luo
an_offense	commissum
punishment	poena
similar	similis
after	post
calm_down	compono
bury	compono
arrange	compono
build	compono
outstanding	praesto
move	moveo
dare	audeo
without	sine
mine	meus
my	meus
your	vester
trust	fiducia
you	vos
say	for
speak	for
then_next	dehinc
or_west_wind	Zephyrus
Zephyr	Zephyrus
brother	frater
trick	dolus
device	dolus
artifice	dolus
collapse	ruina
press_on	opprimo

lift_up	extollo
pleasant	placidus
inspect	prospicio
see_in_front	prospicio
move_away	commoveo
shake	commoveo
heavily	graviter
cast	refundo
pour_back_or_up	refundo
standing_water	stagnum
Neptunus	Neptunus
perceive	sentio
send_out	emitto
mingle	misceo
mix	misceo
meanwhile	interea
open	fatisco
come_apart	fatisco
crack	rima
cleft	rima
rain	imber
receive	accipio
fastening	compages
joining	compages
winter	hiems
Aletes	Aletes
very_aged	grandaevus
Abas	Abas
Achates	Achates
ship	navis
Ilioneus	Ilioneus
strong	validus
royal_treasury	gaza
treasure	gaza
Trojan	Troius
of_Troy	Troius
writing_tablet	tabula
painting	tabula
_board	tabula
plank	tabula
whirlpool	gurges
swim	no
thin	rarus
loose	rarus
become_visible	appareo
appear	appareo
swallow_up	voro
in_the_same_place	ibidem
head	caput
teacher	magister
chief	magister
master	magister
easy	pronus
sloping	pronus
shake_off	excutio
summit	vertex
peak	vertex
whirlpool	vertex
Orontes	Orontes
carry	veho
trustworthy	fidus
faithful	fidus
Lycian	Lycius
surround	cingo
rampart	agger
mound	agger
shallow	vadum
ford	vadum
dash_upon	inlido
see	video
deserving_pitied	miserabilis
deplorable	miserabilis
press	urgeo

sand_bank_or_shoal_in_the_sea	syrtis
brief	brevis
short	brevis
monstrous	immanis
huge	immanis
the_back	dorsum
Aras	Ara
in_half	medius
in_the_middle	medius
middle	medius
Italian	Italus
call	voco
twist	torqueo
hidden	lateo
lie_hidden	lateo
stone	saxum
boulder	saxum
rock	saxum
take_away_violently	abripio
3	tres
arena	arena
sand	arena
tide	aestus
wave	aestus
heat	aestus
open	aperio
during	inter
among	inter
between	inter
gape	dehisco
hang	pendeo
above	superus
water	aqua

burst_or_break_off_in_front	praerumpo
flood	cumulus
heap	cumulus
the_prow	prora
the_extreme_forward_part_of_ship	prora
oar	remus
shatter	frango
break	frango
hit	ferio
towards	adversus
opposite	adversus
opposed	adversus
Aquilo	Aquilo
creak	strideo
produce_grating_or_shrill_sound	strideo
helmet	galea
shield	scutum
wave	unda
Simois	Simois
Sarpedon	Sarpedon
huge	ingens
Hector	Hector
lie	iaceo
missile_weapon	telum
spear	telum
son_or_descendant_of_Aeacus	Aeacides
right_hand	dextera
pour_out	effundo
spirit	anima
breath	anima
not	non
plain	campus
sink	occumbo
Trojan	Iliacus
Ilian	Iliacus
belonging_Ilium	Iliacus
the_son_of_Tydeus	Tydides
Diomedes	Tydides
strong	fortis
brave	fortis
perish	oppeto
encounter	oppeto
touch	contingo
face	os
mouth	os
in_front_of	ante
before	ante
blessed	beatus
happy	beatus
4_times	quater
3_times	ter
bring_back	refero
palm	palma
hand	palma
star	sidus
double	duplex
sigh_or_groan	ingemo
limb	membrum
cold	frigus
pay	solvo
release	solvo
Aeneas	Aeneas
immediately	extemplo
death	mors
stretch	intento
present	praesens
upper_air	aether
vibrate	mico
move_quickly_and_fro	mico
heavens	polus
pole	polus
thunder_forth	intono
lie	incubo
night	nox
eye	oculus
day	dies
suddenly	subito
snatch_away	eripio
tear_away	eripio

cord	rudens
rope	rudens
harsh	stridor
shout	clamor
outcry	clamor
pursue	insequor
follow_after	insequor
African	Africus
gale	procella
close	creber
crowded	creber
thick	creber
the_south_wind	Notus
Southwest_wind	Eurus
together	una

vile	inferus
low	inferus
seat	sedes
bear_down_on	incumbo
lean_or_recline_upon	incumbo
sweep_over	perflo
blew_through_or_over	perflo
gate	porta
anywhere	qua
anyhow	qua
how	qua
where	qua
line_of_march	agmen
just_as	velut
strength	latus
flank	latus
side	latus
spear	cuspis
sharp_point	cuspis
turn_back	converto
cause_turn	converto
turn_round	converto
hollow	cavus
speak	dico
say	dico
